answer,type,context,question,qwen
The term that describes a system in which the supreme court's decisions are binding on lower courts is called stare decisis.,factual,"In jurisdictions using a common law system, the doctrine of stare decisis applies, whereby the principles applied by the supreme court in its decisions are binding upon all lower courts; this is intended to apply a uniform interpretation and implementation of the law. In civil law jurisdictions the doctrine of stare decisis is not generally considered to apply, so the decisions of the supreme court are not necessarily binding beyond the immediate case before it; however, in practice the decisions of the supreme court usually provide a very strong precedent, or jurisprudence constante, for both itself and all lower courts.",What term describes a system where the supreme court's decisions are binding over the lower courts?,"The term is **stare decisis**. In jurisdictions using a common law system, this doctrine applies, meaning supreme court decisions are binding over lower courts. In civil law jurisdictions, this doctrine is not generally considered, but in practice, supreme court decisions often serve as strong precedents for lower courts."
"In soil, bacteria convert nitrogen gas into nitrogenous compounds, which provides an easily absorbable form of nitrogen for many plants that cannot fix nitrogen themselves.",irrelevant,"Mac OS continued to evolve up to version 9.2.2, including retrofits such as the addition of a nanokernel and support for Multiprocessing Services 2.0 in Mac OS 8.6, though its dated architecture made replacement necessary. Initially developed in the Pascal programming language, it was substantially rewritten in C++ for System 7. From its beginnings on an 8 MHz machine with 128 KB of RAM, it had grown to support Apple's latest 1 GHz G4-equipped Macs. Since its architecture was laid down, features that were already common on Apple's competition, like preemptive multitasking and protected memory, had become feasible on the kind of hardware Apple manufactured. As such, Apple introduced Mac OS X, a fully overhauled Unix-based successor to Mac OS 9. OS X uses Darwin, XNU, and Mach as foundations, and is based on NeXTSTEP. It was released to the public in September 2000, as the Mac OS X Public Beta, featuring a revamped user interface called ""Aqua"". At US$29.99, it allowed adventurous Mac users to sample Apple's new operating system and provide feedback for the actual release. The initial version of Mac OS X, 10.0 ""Cheetah"", was released on March 24, 2001. Older Mac OS applications could still run under early Mac OS X versions, using an environment called ""Classic"". Subsequent releases of Mac OS X included 10.1 ""Puma"" (2001), 10.2 ""Jaguar"" (2002), 10.3 ""Panther"" (2003) and 10.4 ""Tiger"" (2005).",What was the fuly overhauled successor to Mac OS 9?,"The fully overhauled successor to Mac OS 9 is **Mac OS X**, released in September 2000. It uses Darwin, XNU, and Mach as foundations and is based on NeXTSTEP."
"Following World War I, the Marshall Islands were part of the South Pacific Mandate, which was formed by the League of Nations by combining the islands with other former German territories.",factual,"The European powers recognized the islands as part of the Spanish East Indies in 1874. However, Spain sold the islands to the German Empire in 1884, and they became part of German New Guinea in 1885. In World War I the Empire of Japan occupied the Marshall Islands, which in 1919 the League of Nations combined with other former German territories to form the South Pacific Mandate. In World War II, the United States conquered the islands in the Gilbert and Marshall Islands campaign. Along with other Pacific Islands, the Marshall Islands were then consolidated into the Trust Territory of the Pacific Islands governed by the US. Self-government was achieved in 1979, and full sovereignty in 1986, under a Compact of Free Association with the United States. Marshall Islands has been a United Nations member state since 1991.",What group was the Marshall Islands a part of following World War I?,The Marshall Islands was part of the **South Pacific Mandate** following World War I.
"The meaning of the later-believed pre-Celtic Old European origin of London's name is ""river too wide to ford.""",factual,"From 1898, it was commonly accepted that the name was of Celtic origin and meant place belonging to a man called *Londinos; this explanation has since been rejected. Richard Coates put forward an explanation in 1998 that it is derived from the pre-Celtic Old European *(p)lowonida, meaning 'river too wide to ford', and suggested that this was a name given to the part of the River Thames which flows through London; from this, the settlement gained the Celtic form of its name, *Lowonidonjon; this requires quite a serious amendment however. The ultimate difficulty lies in reconciling the Latin form Londinium with the modern Welsh Llundain, which should demand a form *(h)lōndinion (as opposed to *londīnion), from earlier *loundiniom. The possibility cannot be ruled out that the Welsh name was borrowed back in from English at a later date, and thus cannot be used as a basis from which to reconstruct the original name.",What is the meaning of the later-believed pre-Celtic Old European origin of London's name?,"The later-believed pre-Celtic Old European origin of London's name is derived from the Old European *plowonida, meaning ""river too wide to ford."" This explanation suggests that the name *Lowonidonjon was given to the part of the River Thames that flows through London, reflecting the Celtic form of the settlement's name. The Welsh name *loundiniom is distinct, requiring a form *londinion (as opposed to *londīnion) to reconcile it with the Latin *Londinium. The possibility of a later Welsh borrowing of the name is also considered."
"Another name for the Omnipotence paradox is the ""Paradox of the Stone.""",factual,"According to the Omnipotence paradox or 'Paradox of the Stone', can God create a stone so heavy that he cannot lift it? Either he can or he can’t. If he can’t, the argument goes, then there is something that he cannot do, namely create the stone, and therefore he is not omnipotent. If he can, it continues, then there is also something that he cannot do, namely lift the stone, and therefore he is not omnipotent. Either way, then, God is not omnipotent. A being that is not omnipotent, though, is not God, according to many theological models. Such a God, therefore, does not exist. Several answers to this paradox have been proposed.",What is another term for the Omnipotence paradox?,The Omnipotence paradox is also known as the **Paradox of the Stone**.
Slingshot is a water vapor distillation system.,irrelevant,"Following Syria's secession, Nasser grew concerned with Amer's inability to train and modernize the army, and with the state within a state Amer had created in the military command and intelligence apparatus. In late 1961, Nasser established the Presidential Council and decreed it the authority to approve all senior military appointments, instead of leaving this responsibility solely to Amer. Moreover, he instructed that the primary criterion for promotion should be merit and not personal loyalties. Nasser retracted the initiative after Amer's allies in the officers corps threatened to mobilize against him.",What military entity did Nasser create in 1961?,The military entity created by Nasser in 1961 was the **Presidential Council**.
"Based on the above definition, materialism is not consistent with religions.",factual,"According to the Catholic Encyclopedia of 1907-1912, materialism, defined as ""a philosophical system which regards matter as the only reality in the world [...] denies the existence of God and the soul"". Materialism, in this view, therefore becomes incompatible with most world religions, including Christianity, Judaism, and Islam. In such a context one can conflate materialism with atheism. Most of Hinduism and transcendentalism regards all matter as an illusion called Maya, blinding humans from knowing ""the truth"". Maya is the limited, purely physical and mental reality in which our everyday consciousness has become entangled. Maya gets destroyed for a person when s/he perceives Brahman with transcendental knowledge.","Based on the above definition, materialism is not consistent with what?","Materialism is not consistent with the existence of God and the soul, as per the context provided. The text explicitly states that materialism ""denies the existence of God and the soul,"" which aligns with the concepts that materialism rejects. Therefore, the answer is: **the soul and God**."
"The scarcity of surviving mosaics from the Komnenian period is likely due to accidents of survival, which gives a misleading impression of the era's mosaic production.",factual,"There are very few existing mosaics from the Komnenian period but this paucity must be due to accidents of survival and gives a misleading impression. The only surviving 12th-century mosaic work in Constantinople is a panel in Hagia Sophia depicting Emperor John II and Empress Eirene with the Theotokos (1122–34). The empress with her long braided hair and rosy cheeks is especially capturing. It must be a lifelike portrayal because Eirene was really a redhead as her original Hungarian name, Piroska shows. The adjacent portrait of Emperor Alexios I Komnenos on a pier (from 1122) is similarly personal. The imperial mausoleum of the Komnenos dynasty, the Pantokrator Monastery was certainly decorated with great mosaics but these were later destroyed. The lack of Komnenian mosaics outside the capital is even more apparent. There is only a ""Communion of the Apostles"" in the apse of the cathedral of Serres.",Why are there so few surviving mosaics from the Komnenian period?,"The paucity of surviving mosaics from the Komnenian period is due to accidents of survival, such as destruction or loss, and the lack of surviving works outside the capital city of Constantinople. The only surviving 12th-century mosaic is in Hagia Sophia, depicting Emperor John II and Empress Eirene, and the Pantokrator Monastery was later destroyed. Outside the capital, there are no Komnenian mosaics, except in the apse of the Serres cathedral."
"In 2006, the United Nations General Assembly passed a resolution calling on the government of Myanmar to put an end to its systematic human rights violations.",factual,"Until 2005, the United Nations General Assembly annually adopted a detailed resolution about the situation in Myanmar by consensus. But in 2006 a divided United Nations General Assembly voted through a resolution that strongly called upon the government of Myanmar to end its systematic violations of human rights. In January 2007, Russia and China vetoed a draft resolution before the United Nations Security Council calling on the government of Myanmar to respect human rights and begin a democratic transition. South Africa also voted against the resolution.",What occurred in the United Nations general convening in 2006 ?,"In 2006, the United Nations General Assembly voted a resolution calling on Myanmar's government to end systematic human rights violations. However, the vote was divided, with the Assembly voting against the resolution in a split manner. In January 2007, Russia and China vetoed a draft resolution before the United Nations Security Council, and South Africa also voted against it. This resulted in the Security Council blocking the resolution, highlighting the divided stance and potential opposition from key member states."
"The major military operations concluded on October 25, 1922.",irrelevant,"Architecture (Latin architectura, from the Greek ἀρχιτέκτων arkhitekton ""architect"", from ἀρχι- ""chief"" and τέκτων ""builder"") is both the process and the product of planning, designing, and constructing buildings and other physical structures. Architectural works, in the material form of buildings, are often perceived as cultural symbols and as works of art. Historical civilizations are often identified with their surviving architectural achievements.",Architecture involves the creation of what?,"Architecture involves the creation of buildings and other physical structures, as well as the planning, designing, and constructing processes, with architectural works often perceived as cultural symbols and works of art. Historical civilizations are also identified with their surviving architectural achievements."
"at 09:30 CST, June 3",contradiction,"The National Disaster Relief Commission initiated a ""Level II emergency contingency plan"", which covers the most serious class of natural disasters. The plan rose to Level I at 22:15 CST, May 12.",When did the plan rise to Level I?,The plan rose to Level I at 22:15 CST on May 12.
The Federal Aviation Act transferred air safety regulation from the Civil Aeronautics Board (CAB).,factual,"The approaching era of jet travel, and a series of midair collisions (most notable was the 1956 Grand Canyon mid-air collision), prompted passage of the Federal Aviation Act of 1958. This legislation gave the CAA's functions to a new independent body, the Federal Aviation Agency. The act transferred air safety regulation from the CAB to the new FAA, and also gave the FAA sole responsibility for a common civil-military system of air navigation and air traffic control. The FAA's first administrator, Elwood R. Quesada, was a former Air Force general and adviser to President Eisenhower.",Who did the Federal Aviation Act transfer air safety regulation from?,"The Federal Aviation Act transferred air safety regulation from the **CAB** (likely the Federal Aviation Administration, or CAB) to the **Federal Aviation Agency** (FAA)."
Utrecht's waterways serve as the training grounds for numerous rowing clubs.,irrelevant,"Institutes in Hyderabad include the National Institute of Rural Development, the Indian School of Business, the Institute of Public Enterprise, the Administrative Staff College of India and the Sardar Vallabhbhai Patel National Police Academy. Technical and engineering schools include the International Institute of Information Technology, Hyderabad (IIITH), Birla Institute of Technology and Science, Pilani – Hyderabad (BITS Hyderabad) and Indian Institute of Technology, Hyderabad (IIT-H) as well as agricultural engineering institutes such as the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) and the Acharya N. G. Ranga Agricultural University. Hyderabad also has schools of fashion design including Raffles Millennium International, NIFT Hyderabad and Wigan and Leigh College. The National Institute of Design, Hyderabad (NID-H), will offer undergraduate and postgraduate courses from 2015.",What type of is Wigan and Leigh College?,Wigan and Leigh College is a school of fashion design.
Nintendo charged producers significant amounts of money to create games for the FDS (Family Computer Disk System).,factual,"A variety of games for the FDS were released by Nintendo (including some like Super Mario Bros. which had already been released on cartridge) and third party companies such as Konami and Taito. A few unlicensed titles were made as well. However, its limitations became quickly apparent as larger ROM chips were introduced, allowing cartridges with greater than 128k of space. More advanced memory management chips (MMC) soon appeared and the FDS quickly became obsolete. Nintendo also charged developers considerable amounts of money to produce FDS games, and many refused to develop for it, instead continuing to make cartridge titles. Many FDS disks have no dust covers (except in some unlicensed and bootleg variants) and are easily prone to getting dirt on the media. In addition, the drive use a belt which breaks frequently and requires invasive replacement. After only two years, the FDS was discontinued, although vending booths remained in place until 1993 and Nintendo continued to service drives, and to rewrite and offer replacement disks until 2003.",Nintendo charged producers hefty sums to make what?,Nintendo charged producers hefty sums to produce **FDS games**.
A belief in a Supreme Being is required of a candidate by the Grand Lodge.,factual,"In addition, most Grand Lodges require the candidate to declare a belief in a Supreme Being. In a few cases, the candidate may be required to be of a specific religion. The form of Freemasonry most common in Scandinavia (known as the Swedish Rite), for example, accepts only Christians. At the other end of the spectrum, ""Liberal"" or Continental Freemasonry, exemplified by the Grand Orient de France, does not require a declaration of belief in any deity, and accepts atheists (a cause of discord with the rest of Freemasonry).",What belief is required of a candidate by the Grand Lodge?,A candidate by the Grand Lodge must declare a belief in a Supreme Being.
"Both of Alexander Graham Bell's brothers, Melville James Bell and Edward Charles Bell, tragically passed away from tuberculosis.",factual,"Alexander Bell was born in Edinburgh, Scotland, on March 3, 1847. The family home was at 16 South Charlotte Street, and has a stone inscription marking it as Alexander Graham Bell's birthplace. He had two brothers: Melville James Bell (1845–70) and Edward Charles Bell (1848–67), both of whom would die of tuberculosis. His father was Professor Alexander Melville Bell, a phonetician, and his mother was Eliza Grace (née Symonds). Born as just ""Alexander Bell"", at age 10 he made a plea to his father to have a middle name like his two brothers.[N 6] For his 11th birthday, his father acquiesced and allowed him to adopt the name ""Graham"", chosen out of respect for Alexander Graham, a Canadian being treated by his father who had become a family friend. To close relatives and friends he remained ""Aleck"".",What disease did his two brothers die of?,"The two brothers, Melville James Bell and Edward Charles Bell, died of tuberculosis."
The Chief of the General Staff was effectively considered the commander in chief of the Prussian army.,factual,"The Prussian General Staff developed by Moltke proved to be extremely effective, in contrast to the traditional French school. This was in large part due to the fact that the Prussian General Staff was created to study previous Prussian operations and learn to avoid mistakes. The structure also greatly strengthened Moltke's ability to control large formations spread out over significant distances. The Chief of the General Staff, effectively the commander in chief of the Prussian army, was independent of the minister of war and answered only to the monarch. The French General Staff—along with those of every other European military—was little better than a collection of assistants for the line commanders. This disorganization hampered the French commanders' ability to exercise control of their forces.",Who is essentially considered the commander in chief of the Prussian army?,"The Prussian General Staff, developed by Moltke, is considered the commander-in-chief of the Prussian army. This structure enabled Moltke to effectively control large formations over significant distances and provided independence from the minister of war, making it superior to the French General Staff's disorganized approach. 

**Answer:** Moltke."
Mosaic fell out of fashion during the Renaissance period.,factual,"Mosaic has a long history, starting in Mesopotamia in the 3rd millennium BC. Pebble mosaics were made in Tiryns in Mycenean Greece; mosaics with patterns and pictures became widespread in classical times, both in Ancient Greece and Ancient Rome. Early Christian basilicas from the 4th century onwards were decorated with wall and ceiling mosaics. Mosaic art flourished in the Byzantine Empire from the 6th to the 15th centuries; that tradition was adopted by the Norman kingdom in Sicily in the 12th century, by eastern-influenced Venice, and among the Rus in Ukraine. Mosaic fell out of fashion in the Renaissance, though artists like Raphael continued to practise the old technique. Roman and Byzantine influence led Jews to decorate 5th and 6th century synagogues in the Middle East with floor mosaics.",When did mosaic fall out of fashion?,"Mosaic fell out of fashion in the Renaissance, though artists like Raphael continued to practice the old technique."
The central government issued coins in the year 119 BC.,factual,"The Han dynasty was an age of economic prosperity and saw a significant growth of the money economy first established during the Zhou dynasty (c. 1050–256 BC). The coinage issued by the central government mint in 119 BC remained the standard coinage of China until the Tang dynasty (618–907 AD). The period saw a number of limited institutional innovations. To pay for its military campaigns and the settlement of newly conquered frontier territories, the government nationalized the private salt and iron industries in 117 BC, but these government monopolies were repealed during the Eastern Han period. Science and technology during the Han period saw significant advances, including papermaking, the nautical steering rudder, the use of negative numbers in mathematics, the raised-relief map, the hydraulic-powered armillary sphere for astronomy, and a seismometer employing an inverted pendulum.",In what year did the central government issue coins?,The central government issued coins in 119 BC.
The Western powers believed that the Soviet government would not participate in another world war due to the weakening of the country caused by the Great Purge.,factual,"The Soviet Union, which feared Western powers and the possibility of ""capitalist encirclements"", had little faith either that war could be avoided, or faith in the Polish army, and wanted nothing less than an ironclad military alliance with France and Britain that would provide a guaranteed support for a two-pronged attack on Germany; thus, Stalin's adherence to the collective security line was purely conditional. Britain and France believed that war could still be avoided, and that the Soviet Union, weakened by the Great Purge, could not be a main military participant, a point that many military sources were at variance with, especially Soviet victories over the Japanese Kwantung army on the Manchurian frontier. France was more anxious to find an agreement with the USSR than was Britain; as a continental power, it was more willing to make concessions, more fearful of the dangers of an agreement between the USSR and Germany. These contrasting attitudes partly explain why the USSR has often been charged with playing a double game in 1939: carrying on open negotiations for an alliance with Britain and France while secretly considering propositions from Germany.",Why did western power believe that the soviet government wouldn’t partake in another world war?,"The Western powers believed the Soviet Union wouldn't participate in another world war primarily due to several factors:  

1. **Fear of Western Encirclement**: The Soviet Union feared that Western powers might launch ""capitalist encirclements"" against Germany, leading them to seek a military alliance with Britain and France to guarantee support.  
2. **Conditional Collective Security**: Stalin’s adherence to the collective security line was conditional, meaning his commitment was based on his own interests rather than a guaranteed alliance.  
3. **Internal Weakness of the Soviet Union**: The Soviet Union was weakened by the Great Purge, making it less likely to act as a major military participant.  
4. **Contrasting Attitudes**: Britain and France were more willing to negotiate and concessions, while the USSR sought a two-pronged attack on Germany. This led to the USSR playing a ""double game"" by negotiating with allies while secretly considering German offers.  

These factors explain why Western powers viewed the Soviet Union as less inclined to engage in war."
The Liberal Party of Australia considers itself to be anti-socialist.,factual,,Does the Liberal Party of Australia consider itself socialist or anti-socialist?,"The Liberal Party of Australia does not consider itself socialist or anti-socialist. It focuses on social welfare, economic equality, and social justice, which aligns more with a socialist ideology but does not include anti-socialist policies."
The indigenous Balts were gradually converted to Christianity.,factual,"East Prussia enclosed the bulk of the ancestral lands of the Baltic Old Prussians. During the 13th century, the native Prussians were conquered by the crusading Teutonic Knights. The indigenous Balts who survived the conquest were gradually converted to Christianity. Because of Germanization and colonisation over the following centuries, Germans became the dominant ethnic group, while Poles and Lithuanians formed minorities. From the 13th century, East Prussia was part of the monastic state of the Teutonic Knights. After the Second Peace of Thorn in 1466 it became a fief of the Kingdom of Poland. In 1525, with the Prussian Homage, the province became the Duchy of Prussia. The Old Prussian language had become extinct by the 17th or early 18th century.",The Balts were gradually converted into which religion?,The Balts were gradually converted to Christianity.
Swazi sugar exports increased by over 50% between the years 2000 and 2005.,factual,"The Swazi economy is very closely linked to the economy of South Africa, from which it receives over 90% of its imports and to which it sends about 70% of its exports. Swaziland's other key trading partners are the United States and the EU, from whom the country has received trade preferences for apparel exports (under the African Growth and Opportunity Act – AGOA – to the US) and for sugar (to the EU). Under these agreements, both apparel and sugar exports did well, with rapid growth and a strong inflow of foreign direct investment. Textile exports grew by over 200% between 2000 and 2005 and sugar exports increasing by more than 50% over the same period.",Between 2000 and 2005 what percentage did Swazi sugar exports increase by?,The Swazi sugar exports increased by more than 50% between 2000 and 2005.
The ancestry question was no longer included in the U.S. census starting in the year 2010.,factual,"Although used in the Census and the American Community Survey, ""Some other race"" is not an official race, and the Bureau considered eliminating it prior to the 2000 Census. As the 2010 census form did not contain the question titled ""Ancestry"" found in prior censuses, there were campaigns to get non-Hispanic West Indian Americans, Turkish Americans, Armenian Americans, Arab Americans and Iranian Americans to indicate their ethnic or national background through the race question, specifically the ""Some other race"" category.",In what year did the ancestery question stop appearing in the US census?,The ancestry question stopped appearing in the US census in **2010**.
The position that was created due to Executive Order 9980 is the Fair Employment Officer.,factual,"On July 26, Truman mandated the end of hiring and employment discrimination in the federal government, reaffirming FDR's order of 1941.:40 He issued two executive orders on July 26, 1948: Executive Order 9980 and Executive Order 9981. Executive Order 9980, named Regulations Governing for Employment Practices within the Federal Establishment, instituted fair employment practices in the civilian agencies of the federal government. The order created the position of Fair Employment Officer. The order ""established in the Civil Service Commission a Fair Employment Board of not less than seven persons."" Executive Order 9981, named Establishing the President's Committee on Equality of Treatment and Opportunity in the Armed Services, called for the integration of the Armed Forces and the creation of the National Military Establishment to carry out the executive order.",Which position was formulated as a result of Executive Order 9980?,The position created under Executive Order 9980 was the **Fair Employment Officer**.
The intestinal flora may reduce the absorption of estrogens in the colon.,factual,"The majority of studies indicate antibiotics do interfere with contraceptive pills, such as clinical studies that suggest the failure rate of contraceptive pills caused by antibiotics is very low (about 1%). In cases where antibacterials have been suggested to affect the efficiency of birth control pills, such as for the broad-spectrum antibacterial rifampicin, these cases may be due to an increase in the activities of hepatic liver enzymes' causing increased breakdown of the pill's active ingredients. Effects on the intestinal flora, which might result in reduced absorption of estrogens in the colon, have also been suggested, but such suggestions have been inconclusive and controversial. Clinicians have recommended that extra contraceptive measures be applied during therapies using antibacterials that are suspected to interact with oral contraceptives.",Whhat does intestinal flora reduce?,Intestinal flora reduces absorption of estrogens in the colon.
The Pēdálion is composed of canons and their accompanying commentaries.,factual,"The Greek-speaking Orthodox have collected canons and commentaries upon them in a work known as the Pēdálion (Greek: Πηδάλιον, ""Rudder""), so named because it is meant to ""steer"" the Church. The Orthodox Christian tradition in general treats its canons more as guidelines than as laws, the bishops adjusting them to cultural and other local circumstances. Some Orthodox canon scholars point out that, had the Ecumenical Councils (which deliberated in Greek) meant for the canons to be used as laws, they would have called them nómoi/νόμοι (laws) rather than kanónes/κανόνες (rules), but almost all Orthodox conform to them. The dogmatic decisions of the Councils, though, are to be obeyed rather than to be treated as guidelines, since they are essential for the Church's unity.",What are the constituents of the Pēdálion?,"The constituents of the Pēdálion include canons and commentaries upon them. The canons are treated as guidelines rather than laws, with bishops adjusting them to local circumstances. Some scholars note that, had the Ecumenical Councils called them laws, they would have used ""nómoi/νόμοι"" (laws), but most Orthodox conform. The dogmatic decisions of the Councils are essential for the Church's unity."
"Darwin's theory of common descent led to a shift in how organisms are grouped, focusing on their evolutionary ancestry rather than just their superficial physical characteristics.",factual,,How did Darwin change the grouping pioneered by Linnaeus?,"Darwin's theory of natural selection fundamentally changed the grouping of species based on Linnaeus's binomial nomenclature. While Linnaeus's system was rooted in fixed, descriptive classifications (genus-species pairs), Darwin's theory of evolution introduced a dynamic framework that emphasized the ability of species to change and evolve over time. This led to a more flexible and evolving classification system. Instead of treating species as immutable entities, Darwin's theory suggested that species can arise from variations in populations, leading to the discovery and classification of new species. Consequently, the grouping of species became more adaptive, reflecting the ongoing process of natural selection rather than a static, fixed taxonomy."
One of the wealthiest nonprofit organizations in the United States is the Bill and Melinda Gates Foundation.,factual,"In the United States, two of the wealthiest nonprofit organizations are the Bill and Melinda Gates Foundation, which has an endowment of US$38 billion, and the Howard Hughes Medical Institute originally funded by Hughes Aircraft prior to divestiture, which has an endowment of approximately $14.8 billion. Outside the United States, another large NPO is the British Wellcome Trust, which is a ""charity"" by British usage. See: List of wealthiest foundations. Note that this assessment excludes universities, at least a few of which have assets in the tens of billions of dollars. For example; List of U.S. colleges and universities by endowment.",What is one of the wealthiest nonprofit organizations in America?,"The wealthiest nonprofit organization in America is the Bill and Melinda Gates Foundation, with an endowment of $38 billion."
"The official tally of students killed in the earthquake was released on May 7, 2009.",factual,"Details of school casualties had been under non-governmental investigation since December 2008 by volunteers including artist and architect Ai Weiwei, who had been constantly posting updates on his blog since March 2009. The official tally of students killed in the earthquake was not released until May 7, 2009, almost a year after the earthquake. According to the state-run Xinhua news agency, the earthquake killed 5,335 students and left another 546 children disabled. In the aftermath of the earthquake, the Chinese government declared that parents who had lost their only children would get free treatment from fertility clinics to reverse vasectomies and tubal ligations conducted by family planning authorities.",When was the official tally of students killed in the earthquake released?,"The official tally of students killed in the earthquake was released on **May 7, 2009**."
Philadelphia falls within the humid subtropical climate zone.,factual,,What climate zone does Philadelphia fall under?,Philadelphia falls under the **Great Plains climate zone**.
